subject,topic,question,A,B,C,D,answer,explanation
Da liễu,Bệnh vảy nến,"Trong bệnh vảy nến, có tổn thương đặc trưng ở:",Móng,Da đầu,Tóc,Tất cả đều đúng,B,Bài giảng mô tả tổn thương đặc trưng ở cả da đầu và móng; tóc không phải tổn thương đặc trưng riêng của vảy nến.
Da liễu,Bệnh vảy nến,Vảy trong bệnh vảy nến có đặc điểm:,"Gồm những phiến mỏng, xếp chồng lên nhau",Có màu trắng như xà cừ hay lấp lánh như mica,Dễ tróc và bễ vụn,Tất cả đều đúng,D,"Vảy gồm những phiến mỏng xếp chồng, trắng xà cừ/mica, dễ tróc và bể vụn."
Da liễu,Bệnh vảy nến,Vảy trong bệnh vảy nến có đặc điểm:,"Gồm những phiến mỏng, xếp chồng lên nhau",Có màu vàng đục hoặc nâu bẩn,"Dai, khó tróc",Tất cả đều đúng,A,Chỉ ý A phù hợp; vảy vảy nến không vàng bẩn và không dai khó tróc.
Da liễu,Bệnh vảy nến,Vị trí tổn thương của bệnh vảy nến:,"Kẽ ngón tay, ngón chân, lòng bàn tay, bàn chân,…","Da đầu, rìa chân tóc, các nơi tì đè,…","Nách, đầu vú, quanh rốn, vùng da bộ phận sinh dục","Đầu, mặt, cổ, tay, chân",B,"Vị trí chọn lọc điển hình là da đầu, rìa chân tóc và các nơi tì đè."
Da liễu,Bệnh vảy nến,Tổn thương móng trong bệnh vảy nến có đặc điểm:,Đa số các móng,Bề mặt móng mất vẻ bóng,"Móng dày lên, có tăng sừng dưới móng",Tất cả đều đúng,D,"Tổn thương móng thường ở toàn bộ/đa số móng, mất bóng, dày và tăng sừng dưới móng."
Da liễu,Bệnh vảy nến,Tổn thương móng trong bệnh vảy nến có đặc điểm:,"Thường gặp ở móng thứ 3, 4","Móng cứng, sần sùi, màu nâu bẩn","Móng dày lên, có tăng sừng dưới móng","Nếp da quanh móng sưng, đỏ đau, ấn vào chảy mủ",C,"Móng dày và tăng sừng dưới móng là đặc điểm phù hợp; các ý A, B, D gợi nấm móng/viêm quanh móng do Candida hơn."
Da liễu,Bệnh vảy nến,Tổn thương móng trong bệnh vảy nến có đặc điểm:,"Thường gặp ở móng thứ 3, 4",Có tính đối xứng,"Móng mất bóng, giòn, dày, bề mặt lỗ chỗ, đường rãnh, màu bẩn","Móng lẹm dần, phần còn lại xù xì, vàng đục",B,Bài giảng nhấn mạnh tổn thương móng có tính đối xứng; các mô tả còn lại pha trộn đặc điểm nấm móng.
Da liễu,Bệnh vảy nến,"Tổn thương móng trong bệnh vảy nến có đặc điểm, ngoại trừ:",Đa số các móng,Có tính đối xứng,"Móng mất bóng, dày lên, có tăng sừng dưới móng","Nếp da quanh móng sưng, đỏ đau, ấn vào chảy mủ",D,"Nếp da quanh móng sưng đỏ đau, chảy mủ không phải đặc điểm điển hình của vảy nến móng."
Da liễu,Bệnh vảy nến,"Tổn thương móng trong bệnh vảy nến có đặc điểm, ngoại trừ:",Đa số các móng,Không có tính đối xứng,"Móng mất bóng, dày lên",Có tăng sừng dưới móng,B,Vảy nến móng có tính đối xứng; vì vậy “không có tính đối xứng” là sai.
Da liễu,Bệnh vảy nến,"Tổn thương móng trong bệnh vảy nến có đặc điểm, ngoại trừ:","Thường gặp là móng thứ 3, thứ 4",Có tính đối xứng,"Móng mất bóng, dày lên",Có tăng sừng dưới móng,A,"“Thường gặp là móng thứ 3, thứ 4” không phải mô tả của vảy nến móng trong bài giảng."
Da liễu,Bệnh vảy nến,"Tổn thương móng trong bệnh vảy nến có đặc điểm, ngoại trừ:",Đa số các móng,Có tính đối xứng,"Móng lẹm dần, xù xì, vàng đục, bề mặt móng lỗ chỗ đường rãnh",Có tăng sừng dưới móng,C,"Mô tả móng lẹm dần, xù xì, vàng đục thiên về nấm móng; không phải đặc điểm điển hình của vảy nến móng."
Da liễu,Bệnh vảy nến,Hiện tượng Koebner:,"Lớp vảy mỏng trên tổn thương tróc ra, rải rác như đèn cầy",Các giọt máu li ti đọng lại,"Vảy nến xuất hiện ngay trên các vết sẹo, vết gãi, vết trầy xước","Lớp vảy tróc thành mảng nguyên duy nhất, mép còn dính vào tổn thương",C,"Hiện tượng Koebner là xuất hiện tổn thương vảy nến trên sẹo, vết gãi, vết trầy xước hay chấn thương."
Da liễu,Bệnh vảy nến,Nghiệm pháp Brocq có đặc điểm:,Dùng currete cạo nhẹ trên bề mặt tổn thương 30 – 60 lần,Xuất hiện 3 dấu hiệu: dấu vảy hành – giọt sương máu – vết đèn cầy,Thường âm tính khi chưa điều trị,Đặc trưng cho bệnh vảy nến,D,"Nghiệm pháp Brocq là dấu hiệu đặc trưng của vảy nến; A, B, C đều sai theo bài giảng."
Da liễu,Bệnh vảy nến,"Nghiệm pháp Brocq có đặc điểm, ngoại trừ:",Dùng currete cạo nhẹ trên bề mặt tổn thương 30 – 160 lần,Xuất hiện 3 dấu hiệu: vết đèn cầy – dấu vảy hành – giọt sương máu,Thường âm tính khi chưa điều trị,Đặc trưng cho bệnh vảy nến,C,"Brocq thường dương tính khi chưa điều trị, nên “thường âm tính khi chưa điều trị” là ý sai."
Da liễu,Bệnh vảy nến,"Nghiệm pháp Brocq có đặc điểm, ngoại trừ:",Dùng currete cạo nhẹ trên bề mặt tổn thương 30 – 160 lần,Xuất hiện 3 dấu hiệu: vết đèn cầy – dấu vảy hành – giọt sương máu,Thường dương tính khi chưa điều trị,Đặc trưng cho bệnh pemphigus,D,"Nghiệm pháp Brocq đặc trưng cho vảy nến, không phải pemphigus."
Da liễu,Bệnh vảy nến,Nghiệm pháp Brocq được thực hiện bằng cách dùng currete cạo nhẹ trên bề mặt tổn thương:,20 – 130 lần,30 – 120 lần,30 – 160 lần,60 – 130 lần,C,Bài giảng ghi dùng curette cạo nhẹ 30-160 lần.
Da liễu,Bệnh vảy nến,Nghiệm pháp Brocq (+) khi xuất hiện mấy dấu hiệu:,2,3,4,5,B,Brocq dương tính khi xuất hiện 3 dấu hiệu.
Da liễu,Bệnh vảy nến,Nghiệm pháp Brocq (+) xuất hiện theo trình tự:,Dấu vảy hành – vết đèn cầy – giọt sương máu,Dấu vảy hành – giọt sương máu – vết đèn cầy,Vết đèn cầy – giọt sương máu – dấu vảy hành,Vết đèn cầy – dấu vảy hành – giọt sương máu,D,Trình tự là vết đèn cầy - dấu vảy hành - giọt sương máu.
Da liễu,Bệnh vảy nến,Vết đèn cầy là hình ảnh:,"Lớp vảy sau cùng tróc thành mảng nguyên duy nhất, hoặc rách thành miếng lớn, mép còn dính vào tổn thương","Sau khi lớp vảy sau cùng tróc ra, trên bề mặt tổn thương, từ từ có các giọt máu li ti đọng lại","Các lớp vảy mỏng trên tổn thương lần lượt tróc ra, rải rác như đèn cầy",Tất cả đều sai,C,"Vết đèn cầy là hình ảnh các lớp vảy mỏng lần lượt tróc ra, rải rác như đèn cầy."
Da liễu,Bệnh vảy nến,Dấu vảy hành là hình ảnh:,"Lớp vảy sau cùng tróc thành mảng nguyên duy nhất, hoặc rách thành miếng lớn, mép còn dính vào tổn thương","Sau khi lớp vảy sau cùng tróc ra, trên bề mặt tổn thương, từ từ có các giọt máu li ti đọng lại","Các lớp vảy mỏng trên tổn thương lần lượt tróc ra, rải rác như đèn cầy",Tất cả đều sai,A,"Dấu vảy hành là lớp vảy sau cùng tróc thành mảng nguyên hoặc miếng lớn, mép còn dính."
Da liễu,Bệnh vảy nến,Giọt sương máu là hình ảnh:,"Lớp vảy sau cùng tróc thành mảng nguyên duy nhất, hoặc rách thành miếng lớn, mép còn dính vào tổn thương","Sau khi lớp vảy sau cùng tróc ra, trên bề mặt tổn thương, từ từ có các giọt máu li ti đọng lại","Các lớp vảy mỏng trên tổn thương lần lượt tróc ra, rải rác như đèn cầy",Tất cả đều sai,B,Giọt sương máu là các giọt máu li ti xuất hiện sau khi lớp vảy cuối cùng tróc ra.
Da liễu,Bệnh vảy nến,"Nghiệm pháp Brocq có đặc điểm, ngoại trừ:",Dùng currete cạo nhẹ trên bề mặt tổn thương 30 – 60 lần,Xuất hiện 3 dấu hiệu: vết đèn cầy – dấu vảy hành – giọt sương máu,Thường dương tính khi chưa điều trị,Đặc trưng cho bệnh vảy nến,A,"Bài giảng ghi 30-160 lần, không phải 30-60 lần."
Da liễu,Bệnh vảy nến,"Nghiệm pháp Brocq có đặc điểm, ngoại trừ:",Dùng currete cạo nhẹ trên bề mặt tổn thương 30 – 160 lần,Xuất hiện 3 dấu hiệu: dấu vảy hành – giọt sương máu – vết đèn cầy,Thường dương tính khi chưa điều trị,Đặc trưng cho bệnh vảy nến,B,"Trình tự ở phương án B sai; A, C, D đều đúng theo bài giảng."
Da liễu,Bệnh vảy nến,Bệnh vảy nến có đặc điểm:,Nghiệm pháp Brocq (+) khi chưa điều trị,Không ngứa,Có triệu chứng tổng quát,Tất cả đều đúng,A,Brocq thường dương tính khi chưa điều trị; bệnh có thể ngứa ít và thường không có triệu chứng tổng quát.
Da liễu,Bệnh vảy nến,Bệnh vảy nến có đặc điểm:,Nghiệm pháp Brocq (+) khi đã điều trị,Không có triệu chứng tổng quát,Không ngứa,Tất cả đều đúng,B,Bệnh thường không có triệu chứng tổng quát; Brocq không điển hình dương tính sau điều trị và cũng không thể khẳng định “không ngứa”.
Da liễu,Bệnh vảy nến,Bệnh vảy nến có đặc điểm:,Nghiệm pháp Brocq (+) khi chưa điều trị,Có thể có ngứa ít,Thường không triệu chứng tổng quát,Tất cả đều đúng,D,"A, B, C đều phù hợp với bài giảng nên chọn “tất cả đều đúng”."
Da liễu,Bệnh vảy nến,"Bệnh vảy nến có đặc điểm, ngoại trừ:",Nghiệm pháp Brocq (+) khi chưa điều trị,Có triệu chứng toàn thân,Có thể có ngứa ít,Có tính đối xứng,B,Bệnh thường không gây triệu chứng toàn thân; đây là ý ngoại trừ.
Da liễu,Bệnh vảy nến,"Bệnh vảy nến có đặc điểm, ngoại trừ:",Nghiệm pháp Brocq (+) khi chưa điều trị,Không có triệu chứng tổng quát,Không ngứa,Có tính đối xứng,C,Bài giảng nêu có thể ngứa ít; vì vậy “không ngứa” là mệnh đề sai.
Da liễu,Bệnh vảy nến,Có mấy cách phân loại dạng lâm sàng của bệnh vảy nến:,3,4,5,6,B,"Bài giảng phân loại theo 4 cách: số lượng/kích thước/lan rộng, hình thể, vị trí và tuổi."
Da liễu,Bệnh vảy nến,Phân loại dạng lâm sàng của bệnh vảy nến dựa vào:,"Số lượng, kích thước của sự lan rộng của tổn thương",Vị trí,Tuổi,Tất cả đều đúng,D,"Phân loại dựa vào số lượng-kích thước-lan rộng, hình thể, vị trí và tuổi; các lựa chọn A-C đều đúng."
Da liễu,Bệnh vảy nến,"Phân loại dạng lâm sàng của bệnh vảy nến dựa vào, ngoại trừ:",Vị trí,Hình thể,Màu sắc,Tuổi,C,Màu sắc không phải tiêu chí phân loại dạng lâm sàng trong bài giảng.
Da liễu,Bệnh vảy nến,"Dựa vào số lượng, kích thước và sự lan rộng của tổn thương, bệnh vảy nến có mấy loại:",2,3,4,5,B,"Theo số lượng, kích thước và sự lan rộng có 3 loại: giọt, mảng, toàn thân."
Da liễu,Bệnh vảy nến,"Dựa vào số lượng, kích thước và sự lan rộng của tổn thương, bệnh vảy nến có mấy loại:",Vảy nến giọt,Vảy nến mảng,Vảy nến toàn thân,Tất cả đều đúng,D,"Ba loại theo tiêu chí này gồm vảy nến giọt, mảng và toàn thân."
Da liễu,Bệnh vảy nến,"Dựa vào số lượng, kích thước và sự lan rộng của tổn thương, dạng lâm sàng của bệnh vảy nến là:",Vảy nến giọt,Vảy nến mảng,Vảy nến toàn thân,Tất cả đều đúng,D,"Theo số lượng-kích thước-lan rộng có các dạng: giọt, mảng, toàn thân."
Da liễu,Bệnh vảy nến,"Dựa vào số lượng, kích thước và sự lan rộng của tổn thương, dạng lâm sàng của bệnh vảy nến là:",Vảy nến giọt,Vảy nến nếp,Vảy nến thể hồng ban ly tâm,Vảy nến mủ,A,"Vảy nến giọt thuộc nhóm phân loại theo số lượng, kích thước và mức lan rộng."
Da liễu,Bệnh vảy nến,"Dựa vào số lượng, kích thước và sự lan rộng của tổn thương, dạng lâm sàng của bệnh vảy nến là:",Vảy nến đảo ngược,Vảy nến mảng,Vảy nến bẩm sinh,Vảy nến thể hồng ban ly tâm,B,Vảy nến mảng thuộc nhóm phân loại theo số lượng-kích thước-lan rộng.
Da liễu,Bệnh vảy nến,"Dựa vào số lượng, kích thước và sự lan rộng của tổn thương, dạng lâm sàng của bệnh vảy nến là:",Vảy nến mủ,Vảy nến bẩm sinh,Vảy nến toàn thân,Vảy nến thể hồng ban ly tâm,C,Vảy nến toàn thân thuộc nhóm phân loại theo số lượng-kích thước-lan rộng.
Da liễu,Bệnh vảy nến,"Dựa vào số lượng, kích thước và sự lan rộng của tổn thương, bệnh vảy nến có 3 loại, ngoại trừ:",Vảy nến giọt,Vảy nến mủ,Vảy nến mảng,Vảy nến toàn thân,B,"Vảy nến mủ thuộc nhóm phân loại theo hình thể, không phải nhóm số lượng-kích thước-lan rộng."
Da liễu,Bệnh vảy nến,"Dựa vào hình thể, bệnh vảy nến chia thành mấy loại:",2,3,4,5,A,"Theo hình thể, bài giảng nêu 2 loại: vảy nến mủ và vảy nến thể hồng ban ly tâm."
Da liễu,Bệnh vảy nến,"Dựa theo hình thể, dạng lâm sàng của bệnh vảy nến là:",Vảy nến giọt,Vảy nến mủ,Vảy nến toàn thân,Vảy nến mảng,B,Theo hình thể có vảy nến mủ.
Da liễu,Bệnh vảy nến,"Dựa theo hình thể, dạng lâm sàng của bệnh vảy nến là:",Vảy nến giọt,Vảy nến mảng,Vảy nến thể hồng ban ly tâm,Vảy nến toàn thân,C,Theo hình thể có vảy nến thể hồng ban ly tâm.
Da liễu,Bệnh vảy nến,"Dạng lâm sàng của bệnh vảy nến dựa theo vị trí, ngoại trừ:",Vảy nến nếp,Vảy nến da đầu,Vảy nến móng,Vảy nến toàn thân,D,Vảy nến toàn thân không phải phân loại theo vị trí.
Da liễu,Bệnh vảy nến,"Dựa theo tuổi, dạng lâm sàng của vảy nến là:",Vảy nến tã lót,Vảy nến trẻ em,Vảy nến bẩm sinh,Tất cả đều đúng,D,"Theo tuổi có vảy nến tã lót, đỏ da toàn thân vảy nến bẩm sinh và vảy nến ở trẻ em."
Da liễu,Bệnh vảy nến,"Dựa vào số lượng, kích thước và sự lan rộng của tổn thương, bệnh vảy nến có 3 loại, ngoại trừ:",Vảy nến giọt,Vảy nến toàn thân,Vảy nến mảng,Vảy nến thể hồng ban ly tâm,D,"Thể hồng ban ly tâm thuộc nhóm theo hình thể, không thuộc nhóm số lượng-kích thước-lan rộng."
Da liễu,Bệnh vảy nến,"Dựa vào vị trí, bệnh vảy nến chia thành mấy loại:",5,6,7,8,C,"Theo vị trí có 7 loại: nếp, da đầu, mặt, mủ lòng bàn tay bàn chân, móng, niêm mạc, đảo ngược."
Da liễu,Bệnh vảy nến,"Theo tuổi, bệnh vảy nến chia thành mấy loại:",2,3,4,5,B,"Theo tuổi có 3 loại: vảy nến tã lót, đỏ da toàn thân vảy nến bẩm sinh, vảy nến ở trẻ em"
Da liễu,Bệnh vảy nến,Dạng lâm sàng của bệnh vảy nến dựa theo hình thể:,Vảy nến mủ,Vảy nến nếp,Vảy nến mặt,Vảy nến da đầu,A,"Theo hình thể chỉ có vảy nến mủ và thể hồng ban ly tâm; còn vảy nến nếp, mặt, da đầu đều là phân loại theo vị trí."
