subject,topic,question,A,B,C,D,answer,explanation
Da liễu,Thương tổn căn bản,"Lichen hóa có đặc điểm, NGOẠI TRỪ:",Lõm dưới bề mặt da do mất toàn bộ hay một phần thượng bì,"Mảng da dày, sạm màu, các nếp da nổi rõ thành những rãnh ngang dọc tạo ra các ô không đều","Gặp trong các bệnh da có ngứa mạn tính, gãi lâu ngày","Gặp trong chàm mạn tính, viêm da thần kinh khu trú",A,Lõm dưới bề mặt da do mất toàn bộ hay một phần thượng bì là đặc điểm của vết trợt / vết lở
Da liễu,Thương tổn căn bản,Teo da là:,"Mảng da dày, sạm màu, các nếp da nổi rõ thành những rãnh ngang dọc tạo ra các ô không đều","Mảng da mỏng, sạm màu, da hơi trong, có nhiều nếp nhăn hoặc da trơn",Thượng bì mỏng do giảm số lượng tế bào thượng bì,Thượng bì mỏng do tăng số lượng tế bào thượng bì,C,"Teo da là thượng bì mỏng do giảm số lượng tế bào thượng bì, da hơi trong, có nhiều nếp nhăn hoặc da trơn không còn đường rãnh nhưng dễ xếp nếp, có thể thấy mao mạch li ti ở dưới."
Da liễu,Thương tổn căn bản,Teo da thường gặp ở vị trí:,"Bụng, mặt ngoài đùi","Mặt, mặt trong đùi","Bụng, mặt trong đùi",Tất cả đều sai,C,"Teo lớp bì thường gặp với hình ảnh những vết nứt da hằn sâu màu đỏ sậm hoặc màu tím thường gặp ở vùng bụng, mặt trong đùi."
Da liễu,Thương tổn căn bản,"Teo da có đặc điểm, NGOẠI TRỪ:",Thượng bì mỏng do tăng số lượng tế bào thượng bì,Thượng bì mỏng do giảm số lượng tế bào thượng bì,Teo bì có thể kèm theo teo thượng bì,"Da hơi trong, có nhiều nếp nhăn hoặc da trơn không còn đường rãnh",A,Teo da là thượng bì mỏng do giảm số lượng tế bào thượng bì
Da liễu,Thương tổn căn bản,"Teo da có đặc điểm, NGOẠI TRỪ:",Thượng bì mỏng do tăng số lượng tế bào thượng bì,Teo bì có thể kèm theo teo thượng bì,"Thường gặp ở bụng, mặt trong đùi","Da hơi trong, có nhiều nếp nhăn hoặc da trơn không còn đường rãnh",A,Teo da là thượng bì mỏng do giảm số lượng tế bào thượng bì
Da liễu,Thương tổn căn bản,"Teo da có đặc điểm, NGOẠI TRỪ:",Thượng bì mỏng do giảm số lượng tế bào thượng bì,"Mảng da dày, sạm màu, các nếp da nổi rõ thành những rãnh ngang dọc tạo ra các ô không đều","Thường gặp ở bụng, mặt trong đùi","Da hơi trong, có nhiều nếp nhăn hoặc da trơn không còn đường rãnh",B,"Mảng da dày, sạm màu, các nếp da nổi rõ thành những rãnh ngang dọc tạo ra các ô không đều là đặc điểm của lichen hoá"
Da liễu,Thương tổn căn bản,"Teo da có đặc điểm, NGOẠI TRỪ:",Thượng bì mỏng do giảm số lượng tế bào thượng bì,Teo bì có thể kèm theo teo thượng bì,Thường gặp ở ngực và tứ chi,"Da hơi trong, có nhiều nếp nhăn hoặc da trơn không còn đường rãnh",C,"Teo lớp bì thường gặp ở vùng bụng, mặt trong đùi."
Da liễu,Thương tổn căn bản,"Teo da có đặc điểm, NGOẠI TRỪ:",Thượng bì mỏng do giảm số lượng tế bào thượng bì,Teo bì có thể kèm theo teo thượng bì,"Thường gặp ở bụng, mặt trong đùi","Gặp trong các bệnh da có ngứa mạn tính, gãi lâu ngày",D,"Gặp trong các bệnh da có ngứa mạn tính, gãi lâu ngày là đặc điểm của Lichen hoá"
Da liễu,Thương tổn căn bản,Cứng da là do:,Giảm số lượng mô tạo keo trong lớp bì,Giảm số lượng mô tạo keo trong lớp mỡ dưới da,Tăng sinh mô tạo keo trong lớp mỡ dưới da,Tăng sinh mô tạo keo trong lớp bì,D,Cứng da là do tăng sinh mô tạo keo trong lớp bì.
Da liễu,Thương tổn căn bản,"Cứng da có đặc điểm, NGOẠI TRỪ:",Tăng sinh mô tạo keo trong lớp bì,Có thể khu trú hay lan tỏa,Gặp trong xơ cứng bì,"Sờ da cứng, còn các nếp nhăn, véo da dễ dàng",D,"Cứng da có thể khu trú hoặc lan tỏa, mất các nếp nhăn, sờ da cứng, véo da khó, sự trượt (glisser) của da trở nên khó khăn."
Da liễu,Thương tổn căn bản,Cứng da gặp trong bệnh lý:,Xơ cứng bì,Chàm,Chốc,Vảy nến,A,Cứng da gặp trong xơ cứng bì.
Da liễu,Thương tổn căn bản,"Cứng da có đặc điểm, NGOẠI TRỪ:",Tăng sinh mô tạo keo trong lớp bì,Khu trú tại chỗ,Gặp trong xơ cứng bì,"Mất các nếp nhăn, sờ da cứng, véo da khó",B,Cứng da có thể khu trú hoặc lan tỏa
Da liễu,Thương tổn căn bản,Sẹo là do:,"Sự tân tạo của mô tạo keo sau viêm, chấn thương hay phẫu thuật","Sự giảm tạo của mô tạo keo sau viêm, chấn thương hay phẫu thuật","Sự tân tạo của mô liên kết sau viêm, chấn thương hay phẫu thuật","Sự giảm tạo của mô liên kết sau viêm, chấn thương hay phẫu thuật",A,"Sẹo do sự tân tạo của mô tạo keo sau viêm, chấn thương hoặc phẫu thuật."
Da liễu,Thương tổn căn bản,"Sẹo có đặc điểm, NGOẠI TRỪ:","Sự tân tạo của mô tạo keo sau viêm, chấn thương hay phẫu thuật",Sẹo có thể phì đại hoặc teo,"Da trên bề mặt mỏng, mất các nếp nhăn bình thường",Tất cả đều sai,D,Tất cả các lựa chọn có nội dung đều phù hợp với đặc điểm của sẹo -> Tất cả đều sai là SAI
Da liễu,Thương tổn căn bản,Tính chất của sẹo là:,Da trên bề mặt dày,Mất các nếp nhăn bình thường,Còn các phần phụ,Phì đại,B,"Sẹo có thể phì đại hoặc teo, da trên bề mặt mỏng, mất các nếp nhăn bình thường và không còn các phần phụ."
Da liễu,Thương tổn căn bản,Sẹo có đặc điểm:,"Sự tân tạo của mô tạo keo sau viêm, chấn thương hay phẫu thuật",Có thể phì đại hoặc teo,"Da trên bề mặt mỏng, mất các nếp nhăn bình thường",Tất cả đều đúng,D,Tất cả đều phù hợp với đặc điểm của sẹo
Da liễu,Thương tổn căn bản,"Sẹo có đặc điểm, NGOẠI TRỪ:","Sự tân tạo của mô tạo keo sau viêm, chấn thương hay phẫu thuật",Tăng sinh mô tạo keo trong lớp bì,Sẹo có thể phì đại hoặc teo,"Da trên bề mặt mỏng, mất các nếp nhăn bình thường",B,"Sẹo do sự tân tạo của mô tạo keo sau viêm, chấn thương hoặc phẫu thuật. Tăng sinh mô tạo keo trong lớp bì là đặc điểm của cứng da"
Da liễu,Thương tổn căn bản,"Chàm có thể gặp các dạng thương tổn sau, NGOẠI TRỪ:",Lichen hóa hay hằn cổ trâu,Vết lở,Vết nứt,Sẩn,D,"Suy luận từ bài giảng Thương tổn căn bản, sẩn là lựa chọn phù hợp nhất"
Da liễu,Thương tổn căn bản,Teo da do sử dụng lâu dài hay lạm dụng kem bôi có chứa corticoid do:,Sự phì đại liên kết collagen ở lớp bì,Sự tăng số lượng liên kết collagen ở lớp bì,Sự đứt gãy liên kết collagen ở lớp bì,Sự teo liên kết collagen ở lớp bì,C,Teo bì là do sự đứt gãy liên kết collagen ở lớp bì do sử dụng lâu dài hoặc lạm dụng kem thoa có chứa corticoid.
Da liễu,Thương tổn căn bản,"Các thương tổn khi lành sẽ để lại sẹo, NGOẠI TRỪ:",Vết lở,Vết loét,Củ,Gôm,A,Vết lở: mất một phần hoặc toàn bộ thượng bì --> lành không để lại sẹo
Da liễu,Thương tổn căn bản,Hiện tượng đặc trưng trong bệnh vảy nến:,Koebner,Lichen hóa,Nikolsky,Tất cả đều sai,A,"Hiện tượng Koebner gặp trong bệnh vảy nến, lichen phẳng"
Da liễu,Thương tổn căn bản,Hiện tượng đặc trưng trong bệnh Pemphigus:,Nikolsky,koebner,Lichen hóa,Tất cả đều sai,A,"Dấu hiệu Nikolsky dương tính gặp trong bệnh pemphigus, ly thượng bì bóng nước."
Da liễu,Thương tổn căn bản,Hình dáng thương tổn nào không có:,"Tròn, đồng tiền",Vòng,Cung,Vuông,D,Hình dáng thương tổn không có hình vuông
Da liễu,Thương tổn căn bản,Hồng ban đa dạng thường có hình dáng:,Tròn,Vòng,Bia,Mạng lưới,C,Hình bia (targetoid): bệnh hồng ban đa dạng.
Da liễu,Thương tổn căn bản,Vảy nến thường có hình dáng:,Tròn,Vòng,Bia,Mạng lưới,A,"Hình tròn hoặc dạng đồng tiền (nummular): bệnh chàm dạng đồng tiền, bệnh vảy nến dạng mảng."
Da liễu,Thương tổn căn bản,Nấm thường có hình dáng:,Cung hay đa cung,Vòng,"Cả a, b sai","Cả a, b đúng",D,"Nấm thân có thể có dạng hình vòng và dạng hình cung, đa cung"
Da liễu,Thương tổn căn bản,"Thương tổn sắp xếp thành đường thường gặp trong các bệnh lý, NGOẠI TRỪ:",Hiện tượng Koebner,Viêm nút quanh động mạch,Viêm da do thực vật,Viêm da dạng herpes,D,"Xếp thành đường: hiện tượng Koebner, viêm da do thực vật, viêm nút quanh động mạch."
Da liễu,Thương tổn căn bản,"Thương tổn sắp xếp thành chùm thường gặp trong các bệnh lý, NGOẠI TRỪ:",Zona,Viêm nút quanh động mạch,Herpes,Viêm da dạng herpes,B,"Xếp thành chùm: zona, herpes, viêm da dạng herpes."
Da liễu,Thương tổn căn bản,Quan sát sự phân bố của thương tổn:,Khu trú hay lan tỏa,Một bên hay hai bên,Có đối xứng hay không,Tất cả đều đúng,D,"Đầu tiên quan sát kiểu phân bố một cách tổng quát: khu trú hoặc lan tỏa, một bên hoặc hai bên, có đối xứng hoặc không."
Da liễu,Thương tổn căn bản,Nhiễm nấm da do Candida albicans thường có vị trí phân bố ở:,Nếp nách và bẹn,Vùng đầu mặt cổ,Ngực và bụng,Tất cả đều đúng,A,Nhiễm nấm da do Candida albicans thường gặp ở vùng ẩm và ấm như nếp nách và bẹn
Da liễu,Thương tổn căn bản,Thương tổn hình cung hay đa cung gặp trong bệnh lý:,Mày đay,Nấm,"Cả a, b sai","Cả a, b đúng",D,"Hình cung (arcuate) hoặc đa cung (polycyclic): bệnh mày đay, nấm thân"
Da liễu,Thương tổn căn bản,Thương tổn hình chùm gặp trong bệnh lý:,Zona,Duhring,"Cả a, b sai","Cả a, b đúng",D,"Xếp thành chùm: zona, herpes, viêm da dạng herpes."
Da liễu,Thương tổn căn bản,Hồng ban cánh bướm là thương tổn điển hình của bệnh lý:,Viêm nút quanh động mạch,Lupus,Zona,Herpes,B,"Lupus ban đỏ, porphyria tập trung nhiều ở vùng phơi bày ra ánh sáng."
Da liễu,Thương tổn căn bản,Bệnh lý nào có thương tổn hay gặp ở vùng phơi bày ra ánh sáng:,Porphyria,Viêm nút quanh động mạch,Henoch - schonlein,Zona,A,"Lupus ban đỏ, porphyria tập trung nhiều ở vùng phơi bày ra ánh sáng."
Da liễu,Thương tổn căn bản,"Các bệnh lý có liên quan đến các lỗ nang lông, NGOẠI TRỪ:",Dày sừng nang lông,Vảy phấn đỏ nang lông,Mụn trứng cá,Viêm nang lông,C,"Thương tổn liên quan đến các lỗ nang lông như dày sừng nang lông, vảy phấn đỏ nang lông, viêm nang lông."
Da liễu,Thương tổn căn bản,Thương tổn hình ngoằn ngoèo gặp trong bệnh lý:,Giun chó đũa mèo,Ghẻ,"Cả a, b sai","Cả a, b đúng",D,Hình ngoằn ngoèo (serpentiginous): bệnh ấu trùng di chuyển ở da.
Da liễu,Thương tổn căn bản,Bệnh nào sau đây có phân bố theo đường đi của dây thần kinh cảm giác:,Lupus ban đỏ,Chàm,Chốc,Zona,D,Zona phân bố theo đường đi của dây thần kinh cảm giác (phân bố theo kiểu dermatome)
Da liễu,Thương tổn căn bản,Hiện tượng Koebner gặp trong bệnh lý:,Vảy nến,Pemphigus,Chốc,Chàm,A,"Hiện tượng Koebner gặp trong bệnh vảy nến, lichen phẳng."
Da liễu,Thương tổn căn bản,Dấu hiệu Nikolsky có thể gặp trong bệnh lý:,Vảy nến,Pemphigus,Chốc,Chàm,B,"Dấu hiệu Nikolsky dương tính gặp trong bệnh pemphigus, ly thượng bì bóng nước."
Da liễu,Thương tổn căn bản,Hiện tượng lichen hóa gặp trong bệnh lý:,Chàm mạn,Chàm cấp,"Cả a, b đều sai","Cả a, b đều đúng",A,Lichen hoá: Mảng da dày có rãnh ngang dọc do gãi liên tục gặp trong chàm mạn.
Da liễu,Thương tổn căn bản,Dấu hiệu Nikolsky được thực hiện:,Dưới một áp lực cọ xát làm trợt da ở vùng da bệnh trên bệnh nhân bị bóng nước,Dưới một áp lực cọ xát làm trợt da ở vùng da bệnh trên bệnh nhân bị mụn nước,Dưới một áp lực đè ép làm trợt da ở vùng da bệnh trên bệnh nhân bị bóng nước,Dưới một áp lực đè ép làm trợt da ở vùng da bệnh trên bệnh nhân bị mụn nước,A,Dấu hiệu Nikolsky: Dưới một áp lực cọ xát làm trợt da ở vùng da có vẻ bình thường cạnh bóng nước trên một bệnh nhân bị bệnh bóng nước.
Da liễu,Thương tổn căn bản,Đặc điểm thương tổn dát:,Có sự thay đổi màu sắc của da và nhô cao so với mặt da,Thay đổi cấu trúc da,"Dát giảm sắc tố như bạch biến, rám má",Dát tăng sắc tố như tàn nhang,D,"Dát: bằng bề mặt da, không thay đổi cấu trúc da, rám má là dát tăng sắc tố"
Da liễu,Thương tổn căn bản,Hiện tượng nào sau đây còn được gọi là “chấn thương gọi tổn thương”:,Hiện tượng lichen hóa,Hiện tượng Koebner,Hiện tượng Nikolsky,Hiện tượng Kissing,B,Mô tả điển hình của hiện tượng Koebner
Da liễu,Thương tổn căn bản,Phân loại thương tổn theo tiến triển:,Cấp tính và mạn tính,Nguyên phát và thứ phát,Trên mặt phẳng và dưới mặt phẳng da,Cấp và bán cấp,B,Dựa vào tiến triển thương tổn da có thể chia làm hai loại: nguyên phát và thứ phát.
Da liễu,Thương tổn căn bản,"Đặc điểm của mảng, ngoại trừ:",Nhô cao hoặc bằng với mặt da,Đường kính thường > 1cm,Có thể tăng hoặc giảm sắc tố,Do sự tân tạo của mô tạo keo sau viêm,D,Do sự tân tạo của mô tạo keo sau viêm là đặc điểm của sẹo
Da liễu,Thương tổn căn bản,Cách sắp xếp thành đường gặp trong bệnh:,Zona,Hiện tượng Koebner,Ấu trùng di chuyển ở da,Poikiloderma,B,"Xếp thành đường: hiện tượng Koebner, viêm da do thực vật, viêm nút quanh động mạch."
Da liễu,Thương tổn căn bản,Thương tổn nguyên phát:,Sẩn,Vết loét,Vảy tiết,Vết trợt,A,Sẩn: Nguyên phát
Da liễu,Thương tổn căn bản,"Thương tổn do sự tân tạo của mô tạo keo sau viêm, chấn thương:",Cứng da,Sẹo,Lichen hóa,Sẩn,B,Đặc điểm điển hình của sẹo
